,symbol,date,stockPrice,numberOfShares,marketCapitalization,minusCashAndCashEquivalents,addTotalDebt,enterpriseValue
12,SCWX,2018-02-02,9.44,80400000.0,758976000.0,101500000.0,0.0,657476000.0
11,SCWX,2018-05-04,10.86,80500000.0,874230000.0,77300000.0,0.0,796930000.0
10,SCWX,2018-08-03,12.49,80800000.0,1009192000.0,103300000.0,0.0,905892000.0
9,SCWX,2018-11-02,16.37,80892000.0,1324202040.0,115779000.0,0.0,1208423040.0
8,SCWX,2019-02-01,23.11,80587000.0,1862365570.0,129592000.0,0.0,1732773570.0
7,SCWX,2019-05-03,18.61,80467000.0,1497490870.0,111176000.0,0.0,1386314870.0
6,SCWX,2019-08-02,11.51,80674000.0,928557740.0,117716000.0,0.0,810841740.0
5,SCWX,2019-11-01,12.4,80518000.0,998423200.0,138788000.0,0.0,859635200.0
4,SCWX,2020-01-31,15.73,80518000.0,1266548140.0,181838000.0,0.0,1084710140.0
3,SCWX,2020-05-01,11.05,80938000.0,894364900.0,155990000.0,46492000.0,784866900.0
2,SCWX,2020-07-31,11.96,81417000.0,973747320.0000001,181494000.0,0.0,792253320.0000001
1,SCWX,2020-10-30,10.4,81417000.0,846736800.0,188048000.0,45656000.0,704344800.0
0,SCWX,2021-01-29,13.84,81417000.0,1126811280.0,220300000.0,44922000.0,951433280.0
12,SGH,2017-11-24,36.2,21673000.0,784562600.0000001,23500000.0,148200000.0,909262600.0000001
11,SGH,2018-02-23,33.2,21794000.0,723560800.0000001,51800000.0,142800000.0,814560800.0000001
10,SGH,2018-05-25,45.51,21932000.0,998125320.0,64500000.0,136600000.0,1070225320.0
9,SGH,2018-08-31,32.99,22383000.0,738415170.0,31375000.0,211599000.0,918639170.0
8,SGH,2018-11-30,34.29,22595000.0,774782550.0,62954000.0,210400000.0,922228550.0
7,SGH,2019-03-01,28.38,23359000.0,662928420.0,95174000.0,194537000.0,762291420.0
6,SGH,2019-05-31,17.03,23005000.0,391775150.0,126099000.0,207515000.0,473191150.0
5,SGH,2019-08-30,28.41,23750000.0,674737500.0,98139000.0,182450000.0,759048500.0
4,SGH,2019-11-29,30.8,23713000.0,730360400.0,111389000.0,177303000.0,796274400.0
3,SGH,2020-02-28,26.84,23906000.0,641637040.0,141860000.0,191593000.0,691370040.0
2,SGH,2020-05-29,26.78,24431000.0,654262180.0,131845000.0,193547000.0,715964180.0
1,SGH,2020-08-28,24.91,24290000.0,605063900.0,150811000.0,195573000.0,649825900.0
0,SGH,2020-11-27,30.99,24290000.0,752747100.0,164097000.0,197634000.0,786284100.0
12,SGMS,2017-12-31,50.05,89700000.0,4489485000.0,788800000.0,8776600000.0,12477285000.0
11,SGMS,2018-03-31,41.5,90100000.0,3739150000.0,109900000.0,8844400000.0,12473650000.0
10,SGMS,2018-06-30,49.15,91000000.0,4472650000.0,118600000.0,8893900000.0,13247950000.0
9,SGMS,2018-09-30,25.27,91400000.0,2309678000.0,113500000.0,8781800000.0,10977978000.0
8,SGMS,2018-12-31,17.88,91800000.0,1641384000.0,168200000.0,9036900000.0,10510084000.0
7,SGMS,2019-03-31,20.77,92000000.0,1910840000.0,1213000000.0,9983000000.0,10680840000.0
6,SGMS,2019-06-30,19.74,93000000.0,1835819999.9999998,369000000.0,8847000000.0,10313820000.0
5,SGMS,2019-09-30,20.35,93000000.0,1892550000.0000002,363000000.0,8770000000.0,10299550000.0
4,SGMS,2019-12-31,26.78,93000000.0,2490540000.0,313000000.0,8725000000.0,10902540000.0
3,SGMS,2020-03-31,9.7,94000000.0,911799999.9999999,334000000.0,8665000000.0,9242800000.0
2,SGMS,2020-06-30,15.46,95000000.0,1468700000.0,790000000.0,9153000000.0,9831700000.0
1,SGMS,2020-09-30,34.91,95000000.0,3316449999.9999995,1045000000.0,9378000000.0,11649450000.0
0,SGMS,2020-12-31,41.490002,95000000.0,3941550189.9999995,1016000000.0,9303000000.0,12228550190.0
0,SHLS,2020-12-31,30.98,0.0,0.0,10073000.0,358832000.0,348759000.0
4,SITM,2019-12-31,25.5,10558000.0,269229000.0,63418000.0,41000000.0,246811000.0
3,SITM,2020-03-31,21.77,15010000.0,326767700.0,71248000.0,50000000.0,305519700.0
2,SITM,2020-06-30,47.41,15371000.0,728739110.0,102486000.0,35000000.0,661253110.0
1,SITM,2020-09-30,84.029999,16818000.0,1413216523.1820002,69208000.0,0.0,1344008523.1820002
0,SITM,2020-12-31,111.93,16818000.0,1882438740.0,73525000.0,35000000.0,1843913740.0
12,SLAB,2017-12-30,88.3,42700000.0,3770410000.0,269400000.0,341900000.0,3842910000.0
11,SLAB,2018-03-31,86.9,42963000.0,3733484700.0000005,342272000.0,345049000.0,3736261700.0000005
10,SLAB,2018-06-30,99.6,43312000.0,4313875200.0,194864000.0,348233000.0,4467244200.0
9,SLAB,2018-09-29,91.8,44200000.0,4057560000.0,225300000.0,351500000.0,4183760000.0
8,SLAB,2018-12-29,78.5,43771000.0,3436023500.0,197043000.0,354771000.0,3593751500.0
7,SLAB,2019-03-30,80.86,43716000.0,3534875760.0,231144000.0,358093000.0,3661824760.0
6,SLAB,2019-06-29,103.4,43386000.0,4486112400.0,189549000.0,361430000.0,4657993400.0
5,SLAB,2019-09-28,110.37,44634000.0,4926254580.0,237056000.0,364802000.0,5054000580.0
4,SLAB,2019-12-28,116.52,44800000.0,5220096000.0,227146000.0,368257000.0,5361207000.0
3,SLAB,2020-04-04,78.08,44388000.0,3465815040.0,615770000.0,681993000.0,3532038040.0
2,SLAB,2020-07-04,100.45,43761000.0,4395792450.0,277659000.0,571774000.0,4689907450.0
1,SLAB,2020-10-03,96.129997,43737000.0,4204437678.789,230358000.0,644273000.0,4618352678.789
0,SLAB,2021-01-02,126.349998,43737000.0,5526169862.526,202720000.0,563425000.0,5886874862.526
12,SLP,2017-11-30,15.55,17282132.0,268737152.6,7045756.0,0.0,261691396.60000002
11,SLP,2018-02-28,15.55,17302763.0,269057964.65000004,6920792.0,0.0,262137172.65000004
10,SLP,2018-05-31,19.200001,17339937.0,332926807.739937,7223115.0,0.0,325703692.739937
9,SLP,2018-08-31,20.85,17421838.0,363245322.3,9400701.0,0.0,353844621.3
8,SLP,2018-11-30,19.82,17421838.0,345300829.16,9352238.0,0.0,335948591.16
7,SLP,2019-02-28,20.51,17476603.0,358445127.53000003,9893953.0,0.0,348551174.53000003
6,SLP,2019-05-31,25.07,17519849.0,439222614.43,10308125.0,0.0,428914489.43
5,SLP,2019-08-31,36.110001,17549636.0,633717373.5096359,11435499.0,0.0,622281874.5096359
4,SLP,2019-11-30,33.419998,17608991.0,588492444.002018,12610446.0,0.0,575881998.002018
3,SLP,2020-02-29,32.560001,17638406.0,574306516.998406,12248652.0,0.0,562057864.998406
2,SLP,2020-05-31,52.0,17735354.0,922238408.0,7354496.0,0.0,914883912.0
1,SLP,2020-08-31,59.580002,18289256.0,1089673909.058512,49207314.0,0.0,1040466595.058512
0,SLP,2020-11-30,55.970001,18289256.0,1023649676.609256,27651000.0,0.0,995998676.609256
12,SMCI,2016-12-31,28.049999,48124000.0,1349878151.876,128752000.0,127175000.0,1348301151.876
11,SMCI,2017-03-31,25.35,48445000.0,1228080750.0,107779000.0,145511000.0,1265812750.0
10,SMCI,2017-06-30,24.65,48804000.0,1203018600.0,110606000.0,254374000.0,1346786600.0
9,SMCI,2018-09-30,21.5,49704000.0,1068636000.0,105761000.0,79299000.0,1042174000.0
8,SMCI,2018-12-31,13.8,49844000.0,687847200.0,109783000.0,48172000.0,626236200.0
7,SMCI,2019-03-31,21.9,49988000.0,1094737200.0,169735000.0,22660000.0,947662200.0
6,SMCI,2019-06-30,19.280001,50274000.0,969282770.2739999,248164000.0,23647000.0,744765770.2739999
5,SMCI,2019-09-30,19.200001,50274000.0,965260850.274,239300000.0,22544000.0,748504850.274
4,SMCI,2019-12-31,24.02,50181000.0,1205347620.0,309038000.0,23250000.0,919559620.0
3,SMCI,2020-03-31,21.280001,51526000.0,1096473331.526,300859000.0,33158000.0,828772331.526
2,SMCI,2020-06-30,28.389999,52240000.0,1483093547.76,210533000.0,29401000.0,1301961547.76
1,SMCI,2020-09-30,26.4,52329000.0,1381485600.0,300089000.0,36027000.0,1117423600.0
0,SMCI,2020-12-31,31.66,51499000.0,1630458340.0,315610000.0,45498000.0,1360346340.0
12,SMTC,2018-01-28,36.65,67800000.0,2484870000.0,307900000.0,211100000.0,2388070000.0
11,SMTC,2018-04-29,39.3,66300000.0,2605590000.0,303300000.0,206600000.0,2508890000.0
10,SMTC,2018-07-29,47.3,68900000.0,3258970000.0,311300000.0,202000000.0,3149670000.0
9,SMTC,2018-10-28,43.12,68731000.0,2963680720.0,312236000.0,197417000.0,2848861720.0
8,SMTC,2019-01-27,47.55,68277000.0,3246571350.0,312120000.0,192845000.0,3127296350.0
7,SMTC,2019-04-28,53.82,67976000.0,3658468320.0,287302000.0,188270000.0,3559436320.0
6,SMTC,2019-07-28,53.67,67746000.0,3635927820.0,287839000.0,183692000.0,3531780820.0
5,SMTC,2019-10-27,51.12,67318000.0,3441296160.0,283057000.0,179111000.0,3337350160.0
4,SMTC,2020-01-26,50.36,66041000.0,3325824760.0,293324000.0,194743000.0,3227243760.0
3,SMTC,2020-04-26,44.58,66174000.0,2950036920.0,268947000.0,190840000.0,2871929920.0
2,SMTC,2020-07-26,54.01,66004000.0,3564876040.0,281456000.0,186955000.0,3470375040.0
1,SMTC,2020-10-25,55.93,66004000.0,3691603720.0,262271000.0,183075000.0,3612407720.0
0,SMTC,2021-01-31,74.400002,66004000.0,4910697732.008,268891000.0,179195000.0,4821001732.008
12,SPSC,2017-12-31,24.365,34314000.0,836060610.0,123127000.0,0.0,712933610.0
11,SPSC,2018-03-31,31.805,34186000.0,1087285730.0,120547000.0,0.0,966738730.0
10,SPSC,2018-06-30,36.74,34326000.0,1261137240.0,125385000.0,0.0,1135752240.0
9,SPSC,2018-09-30,48.605,34438000.0,1673858990.0,144748000.0,0.0,1529110990.0
8,SPSC,2018-12-31,41.19,34560000.0,1423526400.0,133859000.0,0.0,1289667400.0
7,SPSC,2019-03-31,52.785,34942000.0,1844413470.0,143715000.0,0.0,1700698470.0
6,SPSC,2019-06-30,50.705,35010000.0,1775182050.0,147023000.0,0.0,1628159050.0
5,SPSC,2019-09-30,47.07,35015000.0,1648156050.0,149727000.0,0.0,1498429050.0
4,SPSC,2019-12-31,55.42,35029000.0,1941307180.0,179252000.0,0.0,1762055180.0
3,SPSC,2020-03-31,46.51,35072000.0,1631198720.0,184484000.0,0.0,1446714720.0
2,SPSC,2020-06-30,75.12,35030000.0,2631453600.0,174850000.0,0.0,2456603600.0
1,SPSC,2020-09-30,77.870003,35295000.0,2748421755.8849998,208930000.0,33450000.0,2572941755.8849998
0,SPSC,2020-12-31,108.589996,35295000.0,3832683908.82,149692000.0,122000.0,3683113908.82
4,SPT,2019-12-31,16.05,39060870.0,626926963.5,135310000.0,18196000.0,509812963.5
3,SPT,2020-03-31,15.96,50143971.0,800297777.1600001,137376000.0,0.0,662921777.1600001
2,SPT,2020-06-30,27.0,50527432.0,1364240664.0,79792000.0,0.0,1284448664.0
1,SPT,2020-09-30,38.5,51910517.0,1998554904.5,117778000.0,23744000.0,1904520904.5
0,SPT,2020-12-31,45.41,53145198.0,2413323441.18,114515000.0,0.0,2298808441.18
12,SPWR,2018-04-01,4.996726,140200000.0,700540985.1999999,260700000.0,1798700000.0,2238540985.2
11,SPWR,2018-06-30,5.022921,140926000.0,707860164.8460001,256689000.0,1339295000.0,1790466164.8460002
10,SPWR,2018-07-01,5.271775,140900000.0,742793097.5,256700000.0,1839600000.0,2325693097.5
9,SPWR,2018-09-30,4.656188,141027000.0,656648225.076,220789000.0,1475151000.0,1911010225.076
8,SPWR,2018-12-30,3.254748,141134000.0,459355604.23200005,309407000.0,1482376000.0,1632324604.232
7,SPWR,2019-03-31,4.43353,141720000.0,628319871.6,185554000.0,932263000.0,1375028871.6
6,SPWR,2019-06-30,7.35429,142471000.0,1047773050.5899999,167253000.0,984529000.0,1865049050.59
5,SPWR,2019-09-29,7.184021,142553000.0,1024103745.613,188983000.0,876887000.0,1712007745.613
4,SPWR,2019-12-29,5.153896,155892000.0,803451155.232,422955000.0,943549000.0,1324045155.2319999
3,SPWR,2020-03-29,3.529797,168822000.0,595907389.134,205452000.0,840156000.0,1230611389.1339998
2,SPWR,2020-06-28,4.891945,178118000.0,871343459.51,235307000.0,526331000.0,1162367459.51
1,SPWR,2020-09-27,11.7,169646000.0,1984858199.9999998,324741000.0,78381000.0,1738498199.9999998
0,SPWR,2021-01-03,25.309999,169646000.0,4293740090.354,120956000.0,62287000.0,4235071090.354
3,SSPK,2019-09-30,9.81,31250000.0,306562500.0,987280.0,0.0,305575220.0
2,SSPK,2019-12-31,9.91,7509819.0,74422306.29,894590.0,0.0,73527716.29
1,SSPK,2020-03-31,9.83,7509819.0,73821520.77,794993.0,0.0,73026527.77
0,SSPK,2020-06-30,10.131,7544519.0,76433521.98900001,665236.0,0.0,75768285.98900001
12,SSTI,2017-09-30,13.45,9619659.0,129384413.55,19255000.0,0.0,110129413.55
11,SSTI,2017-12-31,14.3,9702116.0,138740258.8,19567000.0,0.0,119173258.80000001
10,SSTI,2018-03-31,28.21,10067830.0,284013484.3,14732000.0,0.0,269281484.3
9,SSTI,2018-06-30,37.93,10589038.0,401642211.34,14811000.0,0.0,386831211.34
8,SSTI,2018-09-30,55.68,10780996.0,600285857.28,16348000.0,0.0,583937857.28
7,SSTI,2018-12-31,31.18,10827485.0,337600982.3,10218000.0,0.0,327382982.3
6,SSTI,2019-03-31,38.54,11005781.0,424162799.74,29524000.0,0.0,394638799.74
5,SSTI,2019-06-30,45.08,11365472.0,512355477.76,27432000.0,0.0,484923477.76
4,SSTI,2019-09-30,23.03,11449946.0,263692256.38000003,26138000.0,0.0,237554256.38000003
3,SSTI,2019-12-31,25.5,11384636.0,290308218.0,24550000.0,0.0,265758218.0
2,SSTI,2020-03-31,27.48,11337491.0,311554252.68,28677000.0,0.0,282877252.68
1,SSTI,2020-06-30,25.2,11390580.0,287042616.0,25824000.0,0.0,261218616.0
0,SSTI,2020-09-30,31.040001,11423079.0,354572383.583079,28666000.0,0.0,325906383.583079
12,SSYS,2017-12-31,20.74,53356000.0,1106603440.0,328761000.0,32286000.0,810128440.0
11,SSYS,2018-03-31,19.690001,53657000.0,1056506383.657,346531000.0,31000000.0,740975383.657
10,SSYS,2018-06-30,19.139999,53722000.0,1028239026.278,346697000.0,29714000.0,711256026.278
9,SSYS,2018-09-30,22.41,53769000.0,1204963290.0,348887000.0,28429000.0,884505290.0
8,SSYS,2018-12-31,18.01,53854000.0,969910540.0000001,393167000.0,27143000.0,603886540.0000001
7,SSYS,2019-03-31,24.379999,53966000.0,1315691026.0340002,367843000.0,0.0,947848026.0340002
6,SSYS,2019-06-30,28.32,54231000.0,1535821920.0,366327000.0,0.0,1169494920.0
5,SSYS,2019-09-30,21.309999,54394000.0,1159136085.6060002,347082000.0,0.0,812054085.6060002
4,SSYS,2019-12-31,20.23,54544000.0,1103425120.0,293484000.0,0.0,809941120.0
3,SSYS,2020-03-31,15.95,54544000.0,869976800.0,297177000.0,0.0,572799800.0
2,SSYS,2020-06-30,15.86,54917000.0,870983620.0,284742000.0,0.0,586241620.0
1,SSYS,2020-09-30,12.47,55086000.0,686922420.0,252906000.0,0.0,434016420.0
0,SSYS,2020-12-31,20.719999,55118000.0,1142044904.882,272092000.0,5143000.0,875095904.882
12,SYNA,2019-03-31,39.86,34400000.0,1371184000.0,323800000.0,463800000.0,1511184000.0
11,SYNA,2019-06-29,29.14,34600000.0,1008244000.0,327800000.0,468300000.0,1148744000.0
10,SYNA,2019-06-30,30.12,34300000.0,1033116000.0,327800000.0,468300000.0,1173616000.0
9,SYNA,2019-09-28,39.62,34000000.0,1347080000.0,350000000.0,0.0,997080000.0
8,SYNA,2019-09-30,39.95,33000000.0,1318350000.0,350800000.0,472800000.0,1440350000.0
7,SYNA,2019-12-28,66.89,33000000.0,2207370000.0,424000000.0,0.0,1783370000.0
6,SYNA,2019-12-31,65.77,33500000.0,2203295000.0,424800000.0,477400000.0,2255895000.0
5,SYNA,2020-03-28,58.86,33000000.0,1942380000.0,472000000.0,0.0,1470380000.0
4,SYNA,2020-03-31,57.87,34000000.0,1967580000.0,472100000.0,482000000.0,1977480000.0
3,SYNA,2020-06-27,56.26,33600000.0,1890336000.0,763400000.0,586600000.0,1713536000.0
2,SYNA,2020-06-30,60.12,34100000.0,2050092000.0,763400000.0,586600000.0,1873292000.0
1,SYNA,2020-09-26,78.220001,34000000.0,2659480034.0,180000000.0,100000000.0,2579480034.0
0,SYNA,2020-12-26,92.129997,34000000.0,3132419898.0,309000000.0,100000000.0,2923419898.0
12,TCX,2017-12-31,63.1,10820000.0,682742000.0,18000000.0,76889853.0,741631853.0
11,TCX,2018-03-31,55.8,10790000.0,602082000.0,16600000.0,72389853.0,657871853.0
10,TCX,2018-06-30,60.65,10800000.0,655020000.0,11200000.0,68721000.0,712541000.0
9,TCX,2018-09-30,55.64,10790000.0,600355600.0,10800000.0,64410000.0,653965600.0
8,TCX,2018-12-31,60.06,10789680.0,648028180.8000001,12637000.0,64601000.0,699992180.8000001
7,TCX,2019-03-31,79.52,10835900.0,861670768.0,11035000.0,92814000.0,943449768.0
6,TCX,2019-06-30,61.24,10840010.0,663842212.4,12003000.0,99901000.0,751740212.4
5,TCX,2019-09-30,54.16,10745830.0,581994152.8,11989000.0,104968000.0,674973152.8
4,TCX,2019-12-31,61.78,10696950.0,660857571.0,20393000.0,113503000.0,753967571.0
3,TCX,2020-03-31,48.26,10713680.0,517042196.79999995,12446000.0,113545000.0,618141196.8
2,TCX,2020-06-30,57.32,10653530.0,610660339.6,8859000.0,113608000.0,715409339.6
1,TCX,2020-09-30,68.900002,10653530.0,734028238.30706,10155000.0,0.0,723873238.30706
0,TCX,2020-12-31,73.889999,10653530.0,787189321.04647,8311000.0,121733000.0,900611321.04647
10,TENB,2018-06-30,30.25,96014000.0,2904423500.0,23700000.0,11800000.0,2892523500.0
9,TENB,2018-09-30,38.52,74261000.0,2860533720.0,253026000.0,0.0,2607507720.0
8,TENB,2018-12-31,22.19,92187000.0,2045629530.0,165116000.0,0.0,1880513530.0
7,TENB,2019-03-31,31.81,93738000.0,2981805780.0,167966000.0,0.0,2813839780.0
6,TENB,2019-06-30,28.68,95820000.0,2748117600.0,185663000.0,0.0,2562454600.0
5,TENB,2019-09-30,22.38,96709000.0,2164347420.0,171303000.0,0.0,1993044420.0
4,TENB,2019-12-31,23.96,97738000.0,2341802480.0,74363000.0,0.0,2267439480.0
3,TENB,2020-03-31,21.86,98855000.0,2160970300.0,107769000.0,0.0,2053201300.0
2,TENB,2020-06-30,29.81,100209000.0,2987230290.0,136467000.0,0.0,2850763290.0
1,TENB,2020-09-30,37.75,101736000.0,3840534000.0,141387000.0,0.0,3699147000.0
0,TENB,2020-12-31,52.259998,101736000.0,5316723156.528,178223000.0,0.0,5138500156.528
0,TLS,2020-12-31,32.98,39062238.0,1288272609.2399998,106045000.0,0.0,1182227609.2399998
12,TRIP,2017-12-31,34.77,139000000.0,4833030000.0,673000000.0,237000000.0,4397030000.0
11,TRIP,2018-03-31,39.119999,139000000.0,5437679861.0,635000000.0,7000000.0,4809679861.0
10,TRIP,2018-06-30,55.709999,138000000.0,7687979862.0,666000000.0,0.0,7021979862.0
9,TRIP,2018-09-30,51.07,138000000.0,7047660000.0,663000000.0,0.0,6384660000.0
8,TRIP,2018-12-31,53.939999,138000000.0,7443719862.0,655000000.0,0.0,6788719862.0
7,TRIP,2019-03-31,52.740002,138000000.0,7278120276.0,771000000.0,0.0,6507120276.0
6,TRIP,2019-06-30,46.790001,139000000.0,6503810139.0,901000000.0,0.0,5602810139.0
5,TRIP,2019-09-30,38.68,139000000.0,5376520000.0,838000000.0,0.0,4538520000.0
4,TRIP,2019-12-31,30.379999,139000000.0,4222819861.0,319000000.0,0.0,3903819861.0
3,TRIP,2020-03-31,17.389999,136000000.0,2365039864.0,798000000.0,700000000.0,2267039864.0
2,TRIP,2020-06-30,19.01,134000000.0,2547340000.0,698000000.0,700000000.0,2549340000.0
1,TRIP,2020-09-30,19.59,134000000.0,2625060000.0,446000000.0,490000000.0,2669060000.0
0,TRIP,2020-12-31,28.780001,134000000.0,3856520134.0,418000000.0,491000000.0,3929520134.0
12,TRUE,2017-12-31,11.38,100081000.0,1138921780.0,197762000.0,0.0,941159780.0
11,TRUE,2018-03-31,9.24,100571000.0,929276040.0,195822000.0,0.0,733454040.0
10,TRUE,2018-06-30,10.09,101150000.0,1020603500.0,198487000.0,0.0,822116500.0
9,TRUE,2018-09-30,13.84,102765000.0,1422267600.0,217749000.0,0.0,1204518600.0
8,TRUE,2018-12-31,9.06,104065000.0,942828900.0,196128000.0,0.0,746700900.0
7,TRUE,2019-03-31,6.61,104788000.0,692648680.0,179898000.0,0.0,512750680.0
6,TRUE,2019-06-30,5.51,105485000.0,581222350.0,176565000.0,0.0,404657350.0
5,TRUE,2019-09-30,3.4,106239000.0,361212600.0,172463000.0,0.0,188749600.0
4,TRUE,2019-12-31,4.75,106681000.0,506734750.0,181534000.0,0.0,325200750.0
3,TRUE,2020-03-31,2.42,107024000.0,258998080.0,182855000.0,0.0,76143080.0
2,TRUE,2020-06-30,2.58,107535000.0,277440300.0,173086000.0,0.0,104354300.0
1,TRUE,2020-09-30,5.0,107693000.0,538465000.0,178699000.0,0.0,359766000.0
0,TRUE,2020-12-31,4.2,103029000.0,432721800.0,273314000.0,0.0,159407800.0
12,TTEC,2017-12-31,40.200001,45856000.0,1843411245.856,74437000.0,344000000.0,2112974245.856
11,TTEC,2018-03-31,30.450001,45871000.0,1396771995.871,81594000.0,302500000.0,1617677995.871
10,TTEC,2018-06-30,34.549999,46016000.0,1589852753.984,71260000.0,289000000.0,1807592753.984
9,TTEC,2018-09-30,25.870001,46172000.0,1194469686.172,93879000.0,272500000.0,1373090686.172
8,TTEC,2018-12-31,28.57,46193000.0,1319734010.0,78237000.0,282000000.0,1523497010.0
7,TTEC,2019-03-31,35.779999,46203000.0,1653143293.797,89046000.0,242000000.0,1806097293.797
6,TTEC,2019-06-30,46.110001,46318000.0,2135723026.3179998,75517000.0,228000000.0,2288206026.318
5,TTEC,2019-09-30,47.880001,46481000.0,2225510326.481,85480000.0,199000000.0,2339030326.481
4,TTEC,2019-12-31,39.619999,46487000.0,1841814893.513,82407000.0,290000000.0,2049407893.513
3,TTEC,2020-03-31,36.720001,46498000.0,1707406606.4980001,520369000.0,700000000.0,1887037606.4980001
2,TTEC,2020-06-30,46.560001,46619000.0,2170580686.619,482255000.0,700000000.0,2388325686.619
1,TTEC,2020-09-30,54.549999,46732000.0,2549230553.268,135317000.0,325000000.0,2738913553.268
0,TTEC,2020-12-31,72.93,46732000.0,3408164760.0000005,132914000.0,385000000.0,3660250760.0000005
12,TTMI,2018-04-02,14.91,102508000.0,1528394280.0,352600000.0,982016000.0,2157810280.0
11,TTMI,2018-07-02,17.889999,103030000.0,1843206596.97,204100000.0,1596129000.0,3235235596.9700003
10,TTMI,2018-10-01,15.77,103246000.0,1628189420.0,208000000.0,1558300000.0,2978489420.0
9,TTMI,2018-12-31,9.73,103683000.0,1008835590.0,256360000.0,1492425000.0,2244900590.0
8,TTMI,2019-01-01,11.79,103355000.0,1218555450.0,256360000.0,1492425000.0,2454620450.0
7,TTMI,2019-04-01,12.26,104315000.0,1278901900.0,235219000.0,1466010000.0,2509692900.0
6,TTMI,2019-07-01,10.15,132045000.0,1340256750.0,284466000.0,1469270000.0,2525060750.0
5,TTMI,2019-09-30,12.2,105492000.0,1287002400.0,316589000.0,1472578000.0,2442991400.0
4,TTMI,2019-12-30,14.88,107133000.0,1594139040.0,400154000.0,1475937000.0,2669922040.0
3,TTMI,2020-03-30,9.91,105686000.0,1047348260.0,361992000.0,1479347000.0,2164703260.0
2,TTMI,2020-06-29,11.49,107485000.0,1235002650.0,694668000.0,1482809000.0,2023143650.0
1,TTMI,2020-09-28,11.44,107485000.0,1229628400.0,413310000.0,499950000.0,1316268400.0
0,TTMI,2020-12-28,13.75,107485000.0,1477918750.0,451565000.0,842853000.0,1869206750.0
12,TWOU,2017-12-31,63.13,52330067.0,3303597129.71,223370000.0,0.0,3080227129.71
11,TWOU,2018-03-31,83.78,52687299.0,4414141910.22,182110000.0,0.0,4232031910.2200003
10,TWOU,2018-06-30,83.56,54981192.0,4594228403.52,488834000.0,0.0,4105394403.5200005
9,TWOU,2018-09-30,74.28,57663361.0,4283234455.08,442226000.0,0.0,3841008455.08
8,TWOU,2018-12-31,49.72,57924666.0,2880014393.52,449772000.0,0.0,2430242393.52
7,TWOU,2019-03-31,72.02,58138692.0,4187148597.8399997,423606000.0,0.0,3763542597.8399997
6,TWOU,2019-06-30,38.64,60516662.0,2338363819.68,218723000.0,245451000.0,2365091819.68
5,TWOU,2019-09-30,16.28,63358890.0,1031482729.2,154091000.0,245856000.0,1123247729.2
4,TWOU,2019-12-31,23.99,63481130.0,1522912308.6999998,170593000.0,246620000.0,1598939308.6999998
3,TWOU,2020-03-31,21.22,63626333.0,1350150786.26,138200000.0,244574000.0,1456524786.26
2,TWOU,2020-06-30,37.96,64075405.0,2432302373.8,194803000.0,263129000.0,2500628373.8
1,TWOU,2020-09-30,33.860001,68580439.0,2322133733.1204386,481329000.0,264724000.0,2105528733.1204386
0,TWOU,2020-12-31,40.009998,68580439.0,2743903227.229122,500629000.0,273173000.0,2516447227.229122
12,UCTT,2017-12-29,23.09,33409000.0,771413810.0,68300000.0,39900000.0,743013810.0
11,UCTT,2018-03-30,19.25,36723000.0,706917750.0,162400000.0,0.0,544517750.0
10,UCTT,2018-06-29,16.6,37763000.0,626865800.0,141100000.0,0.0,485765800.0
9,UCTT,2018-09-28,12.55,38930000.0,488571500.0,160340000.0,330984000.0,659215500.0
8,UCTT,2018-12-28,8.21,39008000.0,320255680.00000006,144145000.0,331549000.0,507659680.00000006
7,UCTT,2019-03-29,10.35,39448000.0,408286800.0,154774000.0,332648000.0,586160800.0
6,UCTT,2019-06-28,13.92,39399000.0,548434080.0,168128000.0,333562000.0,713868080.0
5,UCTT,2019-09-27,14.49,40025000.0,579962250.0,158690000.0,306762000.0,728034250.0
4,UCTT,2019-12-27,23.4,39911000.0,933917400.0,162500000.0,283400000.0,1054817400.0
3,UCTT,2020-03-27,15.25,40700000.0,620675000.0,208100000.0,323900000.0,736475000.0
2,UCTT,2020-06-26,21.88,40800000.0,892704000.0,214400000.0,322100000.0,1000404000.0
1,UCTT,2020-09-25,20.85,40000000.0,834000000.0,176000000.0,0.0,658000000.0
0,UCTT,2020-12-25,31.65,40000000.0,1266000000.0,200000000.0,0.0,1066000000.0
12,VECO,2017-12-31,16.05,47037000.0,754943850.0,279736000.0,275630000.0,750837850.0
11,VECO,2018-03-31,16.3,46963000.0,765496900.0,245525000.0,278489000.0,798460900.0
10,VECO,2018-06-30,14.25,47311000.0,674181750.0,196429000.0,281401000.0,759153750.0
9,VECO,2018-09-30,10.5,46982000.0,493311000.0,213506000.0,284369000.0,564174000.0
8,VECO,2018-12-31,7.41,46551000.0,344942910.0,212273000.0,287392000.0,420061910.0
7,VECO,2019-03-31,11.28,46848000.0,528445439.99999994,169439000.0,290473000.0,649479440.0
6,VECO,2019-06-30,12.37,47112000.0,582775440.0,161715000.0,293611000.0,714671440.0
5,VECO,2019-09-30,11.68,47489000.0,554671520.0,135259000.0,296810000.0,716222520.0
4,VECO,2019-12-31,14.69,47519000.0,698054110.0,129294000.0,300068000.0,868828110.0
3,VECO,2020-03-31,9.57,47811000.0,457551270.0,162325000.0,303388000.0,598614270.0
